review_id,entity_type,entity_text,start_position,end_position,context
375,TRAYTABLE,dining table,4,16,the dining table has {technical_spec} that {te
376,TRAYTABLE,work table,16,26,I {dislike} the work table because it {issue}
377,TRAYTABLE,folding table,22,35,"In my experience, the folding table is {comparative_adj} than {pr"
378,TRAYTABLE,fold down table,31,46,"ompared to {comparison}, this fold down table is {comparison_result}"
379,TRAYTABLE,work table,4,14,The work table {function} perfectly when nee
380,TRAYTABLE,table,13,18,I prefer the table because it provides excellent
381,TRAYTABLE,tray,4,8,The tray design includes {feature} whi
382,TRAYTABLE,tray table,31,41,"ompared to {comparison}, this tray table is {comparison_result}"
383,TRAYTABLE,work table,27,37,"Unlike {alternative}, this work table {advantage}"
384,TRAYTABLE,tray,34,38," a technical perspective, the tray {technical_assessment}"
385,TRAYTABLE,folding table,27,40,"Unlike {alternative}, this folding table {advantage}"
386,TRAYTABLE,dining table,22,34,"In my experience, the dining table has {technical_spec} that {te"
387,TRAYTABLE,folding table,4,17,The folding table design includes {feature} whi
388,TRAYTABLE,dining table,4,16,The dining table design includes {feature} whi
389,TRAYTABLE,dining table,39,51,"ompared to {comparison}, this dining table is {comparison_result}"
390,TRAYTABLE,dining table,44,56," a technical perspective, the dining table {technical_assessment}"
391,TRAYTABLE,work surface,4,16,The work surface is {comparative_adj} than {pr
392,TRAYTABLE,dining table,31,43,"ompared to {comparison}, this dining table is {comparison_result}"
393,TRAYTABLE,work table,31,41,"ompared to {comparison}, this work table is {comparison_result}"
394,TRAYTABLE,fold down table,31,46,"ompared to {comparison}, this fold down table is {comparison_result}"
395,TRAYTABLE,fold down table,4,19,The fold down table is {comparative_adj} than {pr
396,TRAYTABLE,work surface,31,43,"ompared to {comparison}, this work surface is {comparison_result}"
397,TRAYTABLE,fold down table,4,19,The fold down table is {comparative_adj} than {pr
398,TRAYTABLE,work table,16,26,I {dislike} the work table because it {issue}
399,TRAYTABLE,fold down table,15,30,"{overall}, the fold down table is responsive for daily use"
400,TRAYTABLE,work table,4,14,The work table has {technical_spec} that {te
401,TRAYTABLE,work table,16,26,I {dislike} the work table because it {issue}
402,TRAYTABLE,dining table,4,16,The dining table {function} perfectly when nee
403,TRAYTABLE,work table,4,14,The work table is {comparative_adj} than {pr
404,TRAYTABLE,fold down table,4,19,The fold down table operates excellent and exceed
405,TRAYTABLE,work table,4,14,The work table {malfunction} especially when
406,TRAYTABLE,fold-down table,4,19,The fold-down table doesn't work properly and cre
407,TRAYTABLE,folding table,4,17,The folding table is {comparative_adj} than {pr
408,TRAYTABLE,work surface,49,61,"ompared to {comparison}, this work surface is {comparison_result}"
409,TRAYTABLE,work table,4,14,The work table functions responsive and work
410,TRAYTABLE,work table,34,44," a technical perspective, the work table {technical_assessment}"
411,TRAYTABLE,dining table,27,39,"Unlike {alternative}, this dining table {advantage}"
412,TRAYTABLE,work table,27,37,"Unlike {alternative}, this work table {advantage} in my opinion."
413,TRAYTABLE,dining table,13,25,I prefer the dining table because it provides excellent
414,TRAYTABLE,work table,4,14,The work table {function} perfectly when nee
415,TRAYTABLE,work surface,27,39,"Unlike {alternative}, this work surface {advantage}"
416,TRAYTABLE,work table,4,14,The work table design includes {feature} whi
417,TRAYTABLE,dining table,31,43,"n my experience, i prefer the dining table because it provides excellent"
418,TRAYTABLE,tray,4,8,The tray performs durable and works fl
419,TRAYTABLE,fold down table,12,27,I enjoy the fold down table because it provides excellent
420,TRAYTABLE,folding table,34,47," a technical perspective, the folding table {technical_assessment}"
421,TRAYTABLE,fold down table,4,19,The fold down table is {comparative_adj} than {pr
422,TRAYTABLE,work table,4,14,the work table is {comparative_adj} than {pr
423,TRAYTABLE,folding table,19,32,"Unfortunately, the folding table is {defect} for long trips"
424,TRAYTABLE,dining table,4,16,The dining table {function} perfectly when nee
425,TRAYTABLE,folding table,27,40,"Unlike {alternative}, this folding table {advantage}."
426,TRAYTABLE,tray,34,38," a technical perspective, the tray {technical_assessment}"
427,TRAYTABLE,fold down table,31,46,"ompared to {comparison}, this fold down table is {comparison_result}"
428,TRAYTABLE,fold down table,31,46,"ompared to {comparison}, this fold down table is {comparison_result}"
429,TRAYTABLE,dining table,37,49,"y, unlike {alternative}, this dining table {advantage}"
430,TRAYTABLE,tray table,34,44," a technical perspective, the tray table {technical_assessment} really"
431,TRAYTABLE,tray table,14,24,"Actually, the tray table delivers excellent and exceed"
432,TRAYTABLE,fold-down table,21,36,"Overall, i enjoy the fold-down table because it provides excellent"
433,TRAYTABLE,fold down table,34,49," a technical perspective, the fold down table {technical_assessment}"
434,TRAYTABLE,tray table,49,59,"ompared to {comparison}, this tray table is {comparison_result}"
435,TRAYTABLE,tray,31,35,"ompared to {comparison}, this tray is {comparison_result}"
436,TRAYTABLE,folding table,23,36,"Actually, i prefer the folding table because it provides excellent"
437,TRAYTABLE,work table,31,41,"ompared to {comparison}, this work table is {comparison_result}"
438,TRAYTABLE,work table,15,25,"{overall}, the work table is comfortable for work"
439,TRAYTABLE,dining table,15,27,"{overall}, the dining table is responsive for daily use"
440,TRAYTABLE,dining table,4,16,The dining table {malfunction} especially when
441,TRAYTABLE,fold down table,15,30,"{overall}, the fold down table is responsive for long trips"
442,TRAYTABLE,work table,4,14,The work table provides premium and works fl
443,TRAYTABLE,dining table,27,39,"Unlike {alternative}, this dining table {advantage}."
444,TRAYTABLE,fold down table,44,59," a technical perspective, the fold down table {technical_assessment} overal"
445,TRAYTABLE,work table,15,25,"{overall}, the work table is responsive for comfort"
446,TRAYTABLE,tray table,4,14,The tray table has {technical_spec} that {te
447,TRAYTABLE,dining table,16,28,I {dislike} the dining table because it {issue}
448,TRAYTABLE,work table,39,49,"ompared to {comparison}, this work table is {comparison_result} for su"
449,TRAYTABLE,fold down table,12,27,I think the fold down table {malfunction} especially when
450,TRAYTABLE,table,4,9,The table design includes {feature} whi
451,TRAYTABLE,tray table,27,37,"Unlike {alternative}, this tray table {advantage}"
452,TRAYTABLE,tray,22,26,"In my experience, the tray delivers responsive and provi"
453,TRAYTABLE,tray table,34,44," a technical perspective, the tray table {technical_assessment}"
454,TRAYTABLE,tray table,4,14,The tray table design includes {feature} whi
455,TRAYTABLE,work table,4,14,The work table is {comparative_adj} than {pr
456,TRAYTABLE,dining table,4,16,The dining table is {comparative_adj} than {pr
457,TRAYTABLE,work table,27,37,"Unlike {alternative}, this work table {advantage}"
458,TRAYTABLE,work table,4,14,The work table has {technical_spec} that {te
459,TRAYTABLE,work surface,4,16,The work surface {malfunction} especially when
460,TRAYTABLE,tray table,15,25,"{overall}, the tray table is durable for daily use"
461,TRAYTABLE,dining table,12,24,I think the dining table has {technical_spec} that {te
462,TRAYTABLE,dining table,4,16,The dining table is {comparative_adj} than {pr
463,TRAYTABLE,work table,4,14,The work table {function} perfectly when tra
464,TRAYTABLE,tray table,4,14,The tray table has {technical_spec} that {te
465,TRAYTABLE,fold down table,17,32,I appreciate the fold down table because it provides excellent
466,TRAYTABLE,tray,27,31,"Unlike {alternative}, this tray {advantage}"
467,TRAYTABLE,folding table,4,17,The folding table is {comparative_adj} than {pr
468,TRAYTABLE,fold down table,4,19,The fold down table {function} perfectly when res
469,TRAYTABLE,dining table,4,16,The dining table has {technical_spec} that {te
470,TRAYTABLE,folding table,34,47," a technical perspective, the folding table {technical_assessment}"
471,TRAYTABLE,fold down table,12,27,I enjoy the fold down table because it provides excellent
472,TRAYTABLE,fold down table,34,49," a technical perspective, the fold down table {technical_assessment}"
473,TRAYTABLE,tray table,4,14,The tray table design includes {feature} whi
474,TRAYTABLE,tray,43,47," a technical perspective, the tray {technical_assessment} overal"
475,TRAYTABLE,dining table,34,46," a technical perspective, the dining table {technical_assessment}."
476,TRAYTABLE,tray table,12,22,I think the tray table has {technical_spec} that {te
477,TRAYTABLE,fold-down table,28,43,"Overall, unfortunately, the fold-down table is {defect} for daily use"
478,TRAYTABLE,work table,4,14,The work table is {comparative_adj} than {pr
479,TRAYTABLE,dining table,12,24,I think the dining table performs premium and provides
480,TRAYTABLE,folding table,31,44,"ompared to {comparison}, this folding table is {comparison_result}"
481,TRAYTABLE,work table,14,24,"Actually, the work table {malfunction} especially when"
482,TRAYTABLE,fold down table,13,28,I prefer the fold down table because it provides excellent
483,TRAYTABLE,fold down table,41,56,"ompared to {comparison}, this fold down table is {comparison_result}."
484,TRAYTABLE,dining table,52,64," a technical perspective, the dining table {technical_assessment} in my "
485,TRAYTABLE,dining table,4,16,The dining table delivers comfortable and prov
486,TRAYTABLE,fold down table,4,19,The fold down table is {comparative_adj} than {pr
487,TRAYTABLE,table,4,9,The table {function} perfectly when res
488,TRAYTABLE,work table,25,35,"Actually, {overall}, the work table is excellent for comfort for "
489,TRAYTABLE,table,4,9,The table design includes {feature} whi
490,TRAYTABLE,work table,27,37,"Unlike {alternative}, this work table {advantage} for sure."
491,TRAYTABLE,work surface,31,43,"ompared to {comparison}, this work surface is {comparison_result}"
492,TRAYTABLE,dining table,15,27,"{overall}, the dining table is comfortable for work"
493,TRAYTABLE,tray table,31,41,"ompared to {comparison}, this tray table is {comparison_result}"
494,TRAYTABLE,fold-down table,27,42,"Unlike {alternative}, this fold-down table {advantage} in my opinion."
495,TRAYTABLE,tray,31,35,"ompared to {comparison}, this tray is {comparison_result}"
496,TRAYTABLE,tray,31,35,"ompared to {comparison}, this tray is {comparison_result}"
497,TRAYTABLE,work table,27,37,"Unlike {alternative}, this work table {advantage}"
498,TRAYTABLE,work table,4,14,The work table design includes {feature} whi
499,TRAYTABLE,folding table,34,47," a technical perspective, the folding table {technical_assessment}"
500,TRAYTABLE,fold down table,4,19,The fold down table has {technical_spec} that {te
501,TRAYTABLE,table,4,9,The table has {technical_spec} that {te
502,TRAYTABLE,tray,4,8,The tray has {technical_spec} that {te
503,TRAYTABLE,tray,4,8,The tray delivers responsive and provi
504,TRAYTABLE,fold down table,4,19,The fold down table is {comparative_adj} than {pr
505,TRAYTABLE,tray table,4,14,The tray table has {technical_spec} that {te
506,TRAYTABLE,fold down table,34,49," a technical perspective, the fold down table {technical_assessment} overal"
507,TRAYTABLE,tray table,24,34,"Overall, {overall}, the tray table is durable for long trips rea"
508,TRAYTABLE,tray,21,25,"Honestly, i love the tray because it provides excellent"
509,TRAYTABLE,dining table,36,48,"l, unlike {alternative}, this dining table {advantage} really."
510,TRAYTABLE,tray table,4,14,The tray table performs responsive and provi
511,TRAYTABLE,work table,31,41,"ompared to {comparison}, this work table is {comparison_result}"
512,TRAYTABLE,dining table,4,16,The dining table design includes {feature} whi
513,TRAYTABLE,tray table,22,32,"In my experience, the tray table has {technical_spec} that {te"
514,TRAYTABLE,fold down table,31,46,"ompared to {comparison}, this fold down table is {comparison_result}"
515,TRAYTABLE,fold down table,12,27,I think the fold down table design includes {feature} whi
516,TRAYTABLE,dining table,4,16,The dining table operates durable and provides
517,TRAYTABLE,dining table,39,51,"ompared to {comparison}, this dining table is {comparison_result}"
518,TRAYTABLE,fold down table,34,49," a technical perspective, the fold down table {technical_assessment}"
519,TRAYTABLE,fold down table,12,27,I enjoy the fold down table because it provides excellent
520,TRAYTABLE,folding table,27,40,"Unlike {alternative}, this folding table {advantage}"
521,TRAYTABLE,table,4,9,The table design includes {feature} whi
522,TRAYTABLE,fold-down table,4,19,The fold-down table design includes {feature} whi
523,TRAYTABLE,work surface,43,55," a technical perspective, the work surface {technical_assessment}"
524,TRAYTABLE,table,4,9,The table works responsive and provides
525,TRAYTABLE,folding table,31,44,"ompared to {comparison}, this folding table is {comparison_result}"
526,TRAYTABLE,fold down table,16,31,I {dislike} the fold down table because it {issue} in my opin
527,TRAYTABLE,work table,14,24,"Honestly, the work table has {technical_spec} that {te"
528,TRAYTABLE,tray table,4,14,The tray table is {comparative_adj} than {pr
529,TRAYTABLE,fold down table,27,42,"Unlike {alternative}, this fold down table {advantage}"
530,TRAYTABLE,tray,4,8,The tray doesn't work properly and cre
531,TRAYTABLE,work surface,4,16,The work surface design includes {feature} whi
532,TRAYTABLE,fold down table,4,19,The fold down table design includes {feature} whi
533,TRAYTABLE,tray table,4,14,The tray table {function} perfectly when nee
534,TRAYTABLE,tray table,27,37,"Unlike {alternative}, this tray table {advantage} overall."
535,TRAYTABLE,fold-down table,32,47,"like the broken headrest, the fold-down table functions properly"
536,TRAYTABLE,fold-down table,4,19,The fold-down table works but the heated seat doe
537,TRAYTABLE,table,4,9,The table and other features work well 
538,TRAYTABLE,work surface,4,16,The work surface works but the recliner doesn'
539,TRAYTABLE,work surface,4,16,The work surface works but the seat material d
540,TRAYTABLE,table,31,36,"nlike the broken armrest, the table functions properly"
541,TRAYTABLE,tray,9,13,Both the tray and fabric need improvement
542,TRAYTABLE,work surface,35,47,"e the broken heated seat, the work surface functions properly"
543,TRAYTABLE,fold down table,4,19,The fold down table and other features work well 
544,TRAYTABLE,tray,9,13,Both the tray and backrest need improvement
545,TRAYTABLE,work table,4,14,The work table quality is better than the ar
546,TRAYTABLE,work table,31,41,"nlike the broken padding, the work table functions properly"
547,TRAYTABLE,fold down table,31,46,"nlike the broken armrest, the fold down table functions properly"
548,TRAYTABLE,fold down table,4,19,The fold down table and other features work well 
549,TRAYTABLE,fold-down table,31,46,"nlike the broken cushion, the fold-down table functions properly"
550,TRAYTABLE,table,4,9,The table works but the head support do
551,TRAYTABLE,tray,4,8,The tray and other features work well 
552,TRAYTABLE,work surface,4,16,The work surface and other features work well 
553,TRAYTABLE,fold-down table,4,19,The fold-down table works but the seatback doesn'
554,TRAYTABLE,fold down table,4,19,The fold down table and other features work well 
555,TRAYTABLE,fold down table,4,19,The fold down table and other features work well 
556,TRAYTABLE,fold down table,4,19,The fold down table quality is better than the cu
557,TRAYTABLE,tray table,33,43,"ike the broken foot-rest, the tray table functions properly"
558,TRAYTABLE,table,4,9,The table quality is better than the se
559,TRAYTABLE,tray,9,13,Both the tray and padding need improvement
560,TRAYTABLE,fold down table,31,46,"nlike the broken recline, the fold down table functions properly"
561,TRAYTABLE,tray,4,8,The tray works but the lumbar support 
562,TRAYTABLE,work surface,31,43,"nlike the broken cushion, the work surface functions properly"
563,TRAYTABLE,work surface,4,16,The work surface quality is better than the ar
564,TRAYTABLE,tray,4,8,The tray works but the seat heating do
565,TRAYTABLE,work table,4,14,The work table quality is better than the se
566,TRAYTABLE,table,4,9,The table and other features work well 
567,TRAYTABLE,dining table,4,16,The dining table and other features work well 
568,TRAYTABLE,fold down table,4,19,The fold down table and other features work well 
569,TRAYTABLE,folding table,4,17,The folding table works but the backrest doesn'
570,TRAYTABLE,fold-down table,4,19,The fold-down table quality is better than the fo
571,TRAYTABLE,table,9,14,Both the table and massage need improvement
572,TRAYTABLE,dining table,4,16,The dining table and other features work well 
573,TRAYTABLE,fold-down table,9,24,Both the fold-down table and reclining function need i
574,TRAYTABLE,work table,4,14,The work table works but the seat massage do
575,TRAYTABLE,tray,32,36,"like the broken arm rest, the tray functions properly"
576,TRAYTABLE,table,9,14,Both the table and arm rest need improvement
577,TRAYTABLE,tray table,4,14,The tray table and other features work well 
578,TRAYTABLE,table,32,37,"like the broken neckrest, the table functions properly"
579,TRAYTABLE,tray,4,8,The tray works but the armrests doesn'
580,TRAYTABLE,dining table,9,21,Both the dining table and cushion need improvement
581,TRAYTABLE,fold down table,4,19,The fold down table and other features work well 
582,TRAYTABLE,tray,9,13,Both the tray and padding need improvement
583,TRAYTABLE,folding table,4,17,The folding table works but the seat massage do
584,TRAYTABLE,dining table,4,16,The dining table and other features work well 
585,MATERIAL,upholstery,12,22,I think the upholstery design includes {feature} whi
586,MATERIAL,leather,14,21,"Honestly, the leather has {technical_spec} that {te"
587,MATERIAL,surface,22,29,"Overall, i prefer the surface because it provides excellent"
588,MATERIAL,leather,4,11,The leather has {technical_spec} that {te
589,MATERIAL,upholstery,4,14,The upholstery has {technical_spec} that {te
590,MATERIAL,seat material,4,17,The seat material has {technical_spec} that {te
591,MATERIAL,material,4,12,The material {function} perfectly when res
592,MATERIAL,covering,4,12,The covering is {comparative_adj} than {pr
593,MATERIAL,cloth,52,57," a technical perspective, the cloth {technical_assessment}"
594,MATERIAL,upholstery,34,44," a technical perspective, the upholstery {technical_assessment}"
595,MATERIAL,upholstery,4,14,The upholstery design includes {feature} whi
596,MATERIAL,seat material,27,40,"Unlike {alternative}, this seat material {advantage}"
597,MATERIAL,upholstery,13,23,"Overall, the upholstery has {technical_spec} that {te"
598,MATERIAL,upholstery,4,14,The upholstery is {comparative_adj} than {pr
599,MATERIAL,seat material,34,47," a technical perspective, the seat material {technical_assessment}"
600,MATERIAL,seat material,42,55," a technical perspective, the seat material {technical_assessment}"
601,MATERIAL,leather,4,11,the leather design includes {feature} whi
602,MATERIAL,seat material,31,44,"ompared to {comparison}, this seat material is {comparison_result}"
603,MATERIAL,leather,4,11,The leather is {comparative_adj} than {pr
604,MATERIAL,covering,31,39,"ompared to {comparison}, this covering is {comparison_result} in my "
605,MATERIAL,material,34,42," a technical perspective, the material {technical_assessment}"
606,MATERIAL,material,4,12,The material has {technical_spec} that {te
607,MATERIAL,cloth,4,9,The cloth {function} perfectly when wor
608,MATERIAL,material,4,12,The material is {comparative_adj} than {pr
609,MATERIAL,vinyl,14,19,"Actually, the vinyl {function} perfectly when res"
610,MATERIAL,velvet,34,40," a technical perspective, the velvet {technical_assessment}"
611,MATERIAL,fabric,4,10,The fabric is {comparative_adj} than {pr
612,MATERIAL,leather,14,21,"Actually, the leather has {technical_spec} that {te"
613,MATERIAL,upholstery,31,41,"ompared to {comparison}, this upholstery is {comparison_result}"
614,MATERIAL,seat material,39,52,"ompared to {comparison}, this seat material is {comparison_result}"
615,MATERIAL,seat material,27,40,"Unlike {alternative}, this seat material {advantage}"
616,MATERIAL,seat material,25,38,"Actually, {overall}, the seat material is smooth for long trips"
617,MATERIAL,vinyl,14,19,"Actually, the vinyl works comfortable and exceeds"
618,MATERIAL,seat material,11,24,I love the seat material because it provides excellent
619,MATERIAL,upholstery,4,14,the upholstery is {comparative_adj} than {pr
620,MATERIAL,leather,4,11,The leather doesn't work properly and cre
621,MATERIAL,vinyl,16,21,I {dislike} the vinyl because it {issue}
622,MATERIAL,fabric,27,33,"I think unfortunately, the fabric is {defect} for work"
623,MATERIAL,cloth,4,9,The cloth is {comparative_adj} than {pr
624,MATERIAL,upholstery,4,14,The upholstery doesn't work properly and cre
625,MATERIAL,upholstery,37,47,"y, unlike {alternative}, this upholstery {advantage}"
626,MATERIAL,cloth,31,36,"ompared to {comparison}, this cloth is {comparison_result}"
627,MATERIAL,leather,4,11,The leather design includes {feature} whi
628,MATERIAL,material,4,12,The material is {comparative_adj} than {pr
629,MATERIAL,velvet,36,42,"l, unlike {alternative}, this velvet {advantage}"
630,MATERIAL,upholstery,40,50,"ompared to {comparison}, this upholstery is {comparison_result}"
631,MATERIAL,fabric,27,33,"Unlike {alternative}, this fabric {advantage}"
632,MATERIAL,covering,40,48,"ompared to {comparison}, this covering is {comparison_result}"
633,MATERIAL,upholstery,22,32,"In my experience, the upholstery design includes {feature} whi"
634,MATERIAL,velvet,4,10,The velvet functions premium and exceeds
635,MATERIAL,upholstery,44,54," a technical perspective, the upholstery {technical_assessment}"
636,MATERIAL,fabric,4,10,The fabric design includes {feature} whi
637,MATERIAL,cloth,14,19,"Honestly, the cloth has {technical_spec} that {te"
638,MATERIAL,seat material,14,27,"Actually, the seat material doesn't work properly and cre"
639,MATERIAL,cloth,31,36,"ompared to {comparison}, this cloth is {comparison_result}"
640,MATERIAL,upholstery,4,14,The upholstery design includes {feature} whi
641,MATERIAL,cloth,15,20,"{overall}, the cloth is durable for comfort"
642,MATERIAL,upholstery,13,23,"Overall, the upholstery has {technical_spec} that {te"
643,MATERIAL,material,43,51," a technical perspective, the material {technical_assessment}"
644,MATERIAL,upholstery,12,22,I think the upholstery is {comparative_adj} than {pr
645,MATERIAL,fabric,4,10,The fabric is {comparative_adj} than {pr
646,MATERIAL,cloth,34,39," a technical perspective, the cloth {technical_assessment}"
647,MATERIAL,material,4,12,The material design includes {feature} whi
648,MATERIAL,fabric,19,25,"Unfortunately, the fabric is {defect} for work"
649,MATERIAL,fabric,34,40,"y experience, i {dislike} the fabric because it {issue}"
650,MATERIAL,vinyl,27,32,"Unlike {alternative}, this vinyl {advantage}"
651,MATERIAL,fabric,27,33,"Unlike {alternative}, this fabric {advantage}"
652,MATERIAL,fabric,4,10,The fabric functions comfortable and wor
653,MATERIAL,textile,4,11,The textile is {comparative_adj} than {pr
654,MATERIAL,cloth,22,27,"In my experience, the cloth has {technical_spec} that {te"
655,MATERIAL,material,27,35,"Unlike {alternative}, this material {advantage}"
656,MATERIAL,covering,16,24,I {dislike} the covering because it {issue}
657,MATERIAL,covering,39,47,"ompared to {comparison}, this covering is {comparison_result} really"
658,MATERIAL,seat material,4,17,The seat material is {comparative_adj} than {pr
659,MATERIAL,upholstery,19,29,"Unfortunately, the upholstery is {defect} for comfort overa"
660,MATERIAL,leather,27,34,"Unlike {alternative}, this leather {advantage}"
661,MATERIAL,textile,22,29,"In my experience, the textile has {technical_spec} that {te"
662,MATERIAL,material,22,30,"In my experience, the material operates comfortable and prov"
663,MATERIAL,upholstery,4,14,The upholstery is {comparative_adj} than {pr
664,MATERIAL,seat material,4,17,The seat material works responsive and exceeds 
665,MATERIAL,upholstery,4,14,The upholstery {function} perfectly when wor
666,MATERIAL,material,14,22,"Actually, the material {function} perfectly when nee"
667,MATERIAL,seat material,19,32,"Unfortunately, the seat material is {defect} for work"
668,MATERIAL,leather,13,20,"Overall, the leather design includes {feature} whi"
669,MATERIAL,vinyl,14,19,"Honestly, the vinyl is {comparative_adj} than {pr"
670,MATERIAL,material,15,23,"{overall}, the material is smooth for comfort"
671,MATERIAL,leather,4,11,The leather is {comparative_adj} than {pr
672,MATERIAL,seat material,27,40,"Unlike {alternative}, this seat material {advantage}"
673,MATERIAL,covering,4,12,The covering has {technical_spec} that {te
674,MATERIAL,textile,4,11,The textile has {technical_spec} that {te
675,MATERIAL,upholstery,16,26,I {dislike} the upholstery because it {issue}
676,MATERIAL,seat material,34,47," a technical perspective, the seat material {technical_assessment} for su"
677,MATERIAL,seat material,4,17,The seat material doesn't work properly and cre
678,MATERIAL,material,4,12,the material design includes {feature} whi
679,MATERIAL,material,44,52," a technical perspective, the material {technical_assessment}"
680,MATERIAL,upholstery,4,14,The upholstery is {comparative_adj} than {pr
681,MATERIAL,cloth,16,21,I {dislike} the cloth because it {issue}
682,MATERIAL,upholstery,39,49,"ompared to {comparison}, this upholstery is {comparison_result} really"
683,MATERIAL,material,31,39,"ompared to {comparison}, this material is {comparison_result} in my "
684,MATERIAL,leather,34,41," a technical perspective, the leather {technical_assessment}"
685,MATERIAL,material,4,12,The material {malfunction} especially when
686,MATERIAL,fabric,27,33,"Unlike {alternative}, this fabric {advantage} in my opinion."
687,MATERIAL,fabric,4,10,The fabric doesn't work properly and cre
688,MATERIAL,seat material,34,47," a technical perspective, the seat material {technical_assessment}"
689,MATERIAL,material,35,43,"nk unlike {alternative}, this material {advantage}"
690,MATERIAL,material,14,22,"Honestly, the material works responsive and works fl"
691,MATERIAL,leather,4,11,The leather has {technical_spec} that {te
692,MATERIAL,leather,4,11,The leather design includes {feature} whi
693,MATERIAL,seat material,4,17,The seat material is {comparative_adj} than {pr
694,MATERIAL,surface,27,34,"Unlike {alternative}, this surface {advantage}"
695,MATERIAL,upholstery,19,29,"Unfortunately, the upholstery is {defect} for daily use"
696,MATERIAL,material,4,12,The material {malfunction} especially when
697,MATERIAL,leather,4,11,The leather {function} perfectly when nee
698,MATERIAL,leather,4,11,The leather design includes {feature} whi
699,MATERIAL,seat material,4,17,The seat material design includes {feature} whi
700,MATERIAL,fabric,37,43,"y, unlike {alternative}, this fabric {advantage}"
701,MATERIAL,fabric,15,21,"{overall}, the fabric is premium for daily use"
702,MATERIAL,material,37,45,"y, unlike {alternative}, this material {advantage} in my opinion."
703,MATERIAL,seat material,34,47," a technical perspective, the seat material {technical_assessment}"
704,MATERIAL,textile,13,20,"Overall, the textile is {comparative_adj} than {pr"
705,MATERIAL,seat material,27,40,"Unlike {alternative}, this seat material {advantage}"
706,MATERIAL,seat material,4,17,The seat material has {technical_spec} that {te
707,MATERIAL,leather,4,11,The leather is {comparative_adj} than {pr
708,MATERIAL,textile,4,11,The textile design includes {feature} whi
709,MATERIAL,cloth,27,32,"Unlike {alternative}, this cloth {advantage} really."
710,MATERIAL,leather,37,44,"y, unlike {alternative}, this leather {advantage}"
711,MATERIAL,surface,17,24,I appreciate the surface because it provides excellent
712,MATERIAL,material,22,30,"In my experience, the material {malfunction} especially when"
713,MATERIAL,leather,4,11,The leather design includes {feature} whi
714,MATERIAL,leather,12,19,I think the leather doesn't work properly and cre
715,MATERIAL,leather,4,11,The leather design includes {feature} whi
716,MATERIAL,textile,14,21,"Actually, the textile design includes {feature} whi"
717,MATERIAL,seat material,4,17,The seat material has {technical_spec} that {te
718,MATERIAL,upholstery,28,38,"Overall, unfortunately, the upholstery is {defect} for daily use"
719,MATERIAL,covering,4,12,The covering doesn't work properly and cre
720,MATERIAL,velvet,4,10,The velvet design includes {feature} whi
721,MATERIAL,leather,17,24,I appreciate the leather because it provides excellent
722,MATERIAL,seat material,4,17,The seat material is {comparative_adj} than {pr
723,MATERIAL,surface,4,11,The surface operates premium and provides
724,MATERIAL,upholstery,27,37,"Unlike {alternative}, this upholstery {advantage} overall."
725,MATERIAL,covering,4,12,The covering is {comparative_adj} than {pr
726,MATERIAL,upholstery,27,37,"Unlike {alternative}, this upholstery {advantage}"
727,MATERIAL,material,27,35,"Unlike {alternative}, this material {advantage} for sure."
728,MATERIAL,material,4,12,The material {function} perfectly when tra
729,MATERIAL,upholstery,23,33,"I think {overall}, the upholstery is responsive for work"
730,MATERIAL,velvet,4,10,the velvet {malfunction} especially when
731,MATERIAL,upholstery,34,44," a technical perspective, the upholstery {technical_assessment}."
732,MATERIAL,leather,27,34,"Unlike {alternative}, this leather {advantage}"
733,MATERIAL,material,4,12,The material has {technical_spec} that {te
734,MATERIAL,leather,16,23,I {dislike} the leather because it {issue}
735,MATERIAL,fabric,4,10,The fabric {malfunction} especially when
736,MATERIAL,seat material,52,65," a technical perspective, the seat material {technical_assessment}"
737,MATERIAL,leather,39,46,"ompared to {comparison}, this leather is {comparison_result}"
738,MATERIAL,covering,14,22,"Actually, the covering design includes {feature} whi"
739,MATERIAL,material,4,12,the material is {comparative_adj} than {pr
740,MATERIAL,fabric,16,22,I {dislike} the fabric because it {issue}
741,MATERIAL,fabric,31,37,"ompared to {comparison}, this fabric is {comparison_result}."
742,MATERIAL,covering,27,35,"unlike {alternative}, this covering {advantage}"
743,MATERIAL,material,37,45,"y, unlike {alternative}, this material {advantage}"
744,MATERIAL,cloth,16,21,I {dislike} the cloth because it {issue}
745,MATERIAL,seat material,44,57," a technical perspective, the seat material {technical_assessment}"
746,MATERIAL,material,16,24,I {dislike} the material because it {issue}
747,MATERIAL,velvet,34,40," a technical perspective, the velvet {technical_assessment}"
748,MATERIAL,leather,27,34,"Unlike {alternative}, this leather {advantage}"
749,MATERIAL,material,4,12,The material design includes {feature} whi
750,MATERIAL,material,27,35,"Unlike {alternative}, this material {advantage}"
751,MATERIAL,leather,37,44,"y, unlike {alternative}, this leather {advantage}"
752,MATERIAL,upholstery,22,32,"Actually, i enjoy the upholstery because it provides excellent"
753,MATERIAL,upholstery,14,24,"Actually, the upholstery is {comparative_adj} than {pr"
754,MATERIAL,upholstery,31,41,"ompared to {comparison}, this upholstery is {comparison_result}"
755,MATERIAL,surface,4,11,The surface is {comparative_adj} than {pr
756,MATERIAL,material,4,12,The material is {comparative_adj} than {pr
757,MATERIAL,material,4,12,The material is {comparative_adj} than {pr
758,MATERIAL,seat material,4,17,The seat material has {technical_spec} that {te
